2024-11-28 06:22:16,519 - INFO - thhis is logger
2024-11-28 06:22:16,521 - INFO - Generated 1000 transactions.
2024-11-28 06:22:16,542 - INFO - Detected 363 fraudulent transactions:
2024-11-28 06:22:16,542 - INFO - {'transaction_id': 1, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,544 - INFO - {'transaction_id': 93, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,544 - INFO - {'transaction_id': 96, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,544 - INFO - {'transaction_id': 98, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,544 - INFO - {'transaction_id': 100, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 101, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 107, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 110, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 117, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 118, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 119, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 124, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 127, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 128, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 129, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 134, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 136, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 138, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 139, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 140, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 142, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 145, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 148, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 150, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 155, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,545 - INFO - {'transaction_id': 156, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 161, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 165, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 169, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 170, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 172, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 179, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 181, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 183, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 187, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 188, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 191, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 193, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 194, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 196, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 197, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 198, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 201, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 203, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 205, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,546 - INFO - {'transaction_id': 206, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 207, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 210, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 211, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 212, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 217, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 218, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 221, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 224, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 231, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 235, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 236, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 237, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 239, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 246, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 247, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 249, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 251, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 252, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 253, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 256, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,547 - INFO - {'transaction_id': 258, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 260, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 266, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 267, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 268, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 270, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 273, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 274, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 279, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 283, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 285, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 286, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 291, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 294, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 296, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 299, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 300, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 303, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 305, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 309, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 310, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 311, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,548 - INFO - {'transaction_id': 312, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 317, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 322, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 326, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 327, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 336, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 337, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 343, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 348, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 350, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 351, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 353, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 355, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 356, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 357, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 359, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 360, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 361, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 363, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 376, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 379, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 380, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 384, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,549 - INFO - {'transaction_id': 389, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 391, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 392, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 393, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 399, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 402, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 404, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 406, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 408, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 409, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 410, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 411, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 413, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 422, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 423, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 425, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 427, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 429, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 434, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,550 - INFO - {'transaction_id': 439, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 440, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 442, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 445, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 455, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 456, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 459, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 460, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 467, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 468, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 469, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 474, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 476, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 478, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 480, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 482, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 483, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 485, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 486, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 492, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 494, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 499, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 501, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 506, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': False}}
2024-11-28 06:22:16,551 - INFO - {'transaction_id': 507, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,552 - INFO - {'transaction_id': 510, 'rules_triggered': {'large_amount': True, 'rapid_transaction': False, 'unusual_location': True}}
2024-11-28 06:22:16,552 - INFO - {'transaction_id': 516, 'rules_triggered': {'large_amount': False, 'rapid_transaction': False, 'unusual_location': True}}
